# Gboard Dictionary version:2
# Gboard Dictionary format:shortcut	word	language_tag	pos_tag
flZ	phoi		
fyf	phềnh		
nCZ	noa		
lJj	lẹo		
lZS	léng		
hbs	hướm		
DU2	dừ		
ck3	củm		
tXz	têm		
spZ	sơm		
sWj	sạnh		
s2z	săng		
pQZ	pom		
zSS	ón		
zUS	oắc		
HdR	nhiển		
KQJ	khọm		
kJx	kẽo		
hlj	hiệm		
dj0	đui		
D2S	dớp		
CPJ	choọng		
b2s	bắng		
xKF	xìn		
vNJ	vọp		
vmF	vình		
vlr	viểm		
rqZ	rôi		
rWj	rạnh		
qis	qúi		
pSZ	pon		
KVF	khoằm		
hWr	hảnh		
gj5	gụi		
dQR	đỏm		
Dex	dẽ		
Cmj	chụt		
ClR	chỏi		
CMj	chẹp		
b0X	bỗ		
bhX	biễu		
zY2	uỳnh		
tK4	tũn		
RU5	trự		
RUj	trệu		
tKF	tìn		
tUz	têu		
tox	tẽn		
tkj	tạn		
sfJ	sộc		
sFj	sẹc		
pvs	pía		
Hlr	nhiểm		
NU1	ngứ		
mk0	mum		
m1z	măn		
LLz	lôn		
lSF	lòn		
hU5	hự		
gn1	gúp		
glF	gòi		
DSF	dòn		
dij	đị		
Cnj	chựng		
CBf	chầy		
blz	biêm		
xlZ	xoi		
TtF	thồng		
rPj	rẹt		
qif	quì		
zpZ	ơm		
nur	nủ		
KXS	khoắt		
kej	kẹ		
dn5	đụp		
DU3	dử		
ddS	điến		
blR	bỏi		
bZS	béng		
vSJ	vọn		
TxR	thởi		
T1r	thẳn		
tVs	tếch		
sv5	sụng		
s1f	sằn		
rGf	rài		
pfs	páp		
nmF	nình		
HJS	nhoét		
HES	nhoáy		
H5r	nhẩu		
WKZ	nghin		
WdX	nghiễn		
nGx	nãi		
m54	muỗm		
KTJ	khộp		
KBs	khấy		
K0f	khằm		
dp1	đưới		
cSj	cạc		
bjr	bảm		
x3S	xớt		
vsf	vường		
RW5	trược		
RTr	trảy		
RDx	trẫm		
tgX	tiễng		
svr	sỉa		
rc4	rũa		
rPZ	roong		
rGJ	riệp		
fGf	phài		
pgs	pách		
HoF	nhò		
HDJ	nhịt		
l3S	lớt		
lpS	lớm		
lzr	lổm		
lhS	liếu		
Kvj	khịa		
jms	giút		
zej	ẹ		
DK0	dun		
doX	đõ		
cSS	cón		
Cox	chẽn		
CKr	chảng		
c4j	cặt		
blf	biềm		
xZZ	xeng		
RmS	trính		
tTJ	tộp		
s2f	sằng		
zsR	oản		
HqJ	nhội		
HGx	nhãi		
NfJ	ngộc		
lH4	lỹ		
kUf	kều		
hH5	hỵ		
dlz	điêm		
Dys	dếnh		
D7j	dận		
Clr	chiểm		
bv3	bủng		
z7f	ần		
rQF	ròm		
pPJ	poọng		
ffS	phốc		
z3J	ợt		
nD1	nuốc		
nxR	nởi		
Njz	ngam		
mTj	mạy		
lr3	luổng		
lNS	lóp		
lgX	liễng		
kGJ	kiệp		
gCZ	goa		
g5z	gâu		
Dm0	duôi		
Ct5	chượt		
C1r	chẳn		
z2r	ẳng		
xys	xếnh		
v1Z	vơn		
v0R	vổ		
tzJ	tọng		
TGf	thài		
qex	quẽ		
pQz	pim		
fSZ	phon		
fhR	phiểu		
frs	phến		
fFs	phéc		
pSj	pạc		
zoJ	ọ		
nU5	nự		
nij	nị		
HEZ	nhoay		
HGr	nhải		
mU5	mự		
mrz	mên		
mEs	mế		
lPS	loóng		
KKF	khìn		
Kvf	khìa		
KPj	khẹt		
KKj	khạng		
hBS	hoát		
hjS	hiết		
gxS	gới		
dsj	đượng		
dTJ	độp		
D0J	dộ		
dZZ	đeng		
D9s	dất		
dgj	đạch		
cpS	cớm		
CCZ	choa		
bsz	bương		
bKF	bìn		
zj1	úi		
tys	tếnh		
tos	tén		
sl3	suyển		
sPJ	soọng		
fsr	phưởng		
fr0	phuông		
fnz	phưng		
nus	nú		
HBz	nhây		
n5r	nẩu		
m2f	mằng		
KWf	khành		
g2S	gớp		
Drz	dên		
D5r	dẩu		
cK3	củn		
cSX	cõn		
C95	chuệch		
CCS	choá		
b3J	bợt		
bJj	bẹo		
b5r	bẩu		
bWj	bạnh		
tv3	tủng		
R0f	trằm		
Tyf	thềnh		
T5r	thẩu		
Taj	thạ		
rqj	rạt		
qZ0	qun		
pmR	pỉnh		
fQR	phỏm		
fZF	phèng		
pZF	pèng		
HBj	nhậy		
Nk1	ngúm		
lur	lủ		
lgR	liểng		
Klj	khiệm		
Kyx	khễnh		
hBf	hầy		
goJ	gọ		
DH5	dỵ		
dU0	đư		
D1J	dợn		
coX	cõ		
Ck4	chũm		
Cyj	chệnh		
c6s	cấc		
xU0	xư		
vz3	vửa		
vzf	vồm		
vrz	vên		
zU5	ự		
RxZ	trơi		
t1R	tởn		
TBr	thẩy		
sqR	sổi		
qds	quớ		
pJs	péo		
pyf	pềnh		
paj	pạ		
zPZ	oong		
Hb0	nhuy		
Hc1	nhúa		
HU5	nhự		
N1S	ngớn		
NxR	ngởi		
n1f	nằn		
mCZ	moa		
mkF	mìu		
mKS	mín		
lK3	lủn		
l8F	loàng		
llx	liễm		
K41	khướu		
Kz2	khừa		
Kij	khị		
hU2	hừ		
hSS	hón		
jj1	giúi		
Dl2	duyền		
Dr0	duông		
DU1	dứ		
CXS	choắt		
CBj	chậy		
xt1	xướt		
Rk1	trúm		
Rvs	tría		
Rir	trỉ		
sxZ	sơi		
sKR	sỉn		
sYz	sem		
pK0	pun		
pfS	pốc		
fTS	phốp		
noz	nen		
KhR	khiểu		
Kyj	khệnh		
hc1	húa		
hEr	hể		
hEs	hế		
gp2	gười		
gDr	gẩm		
Dur	dủ		
d3S	đớt		
Cv4	chũng		
CSS	chón		
CZS	chéng		
bsr	bưởng		
blr	biểm		
xGz	xai		
T7s	thấn		
tTr	tảy		
qGf	quài		
pz1	pứa		
pU0	pư		
pvj	pịa		
fxF	phời		
pYs	pém		
nnz	nưng		
Hf1	nhướn		
HEz	nhê		
NBJ	ngoạt		
WkR	nghỉu		
nBj	nậy		
mnj	mựng		
mmJ	mịnh		
lK5	lụn		
lkR	lỉu		
KZZ	kheng		
hYf	hèm		
hBr	hẩy		
jBx	giẫy		
chr	cổn		
CkF	chìu		
bm1	buối		
bys	bếnh		
bfs	báp		
v3s	vắp		
zK1	ún		
tz2	từa		
tzS	tóng		
r7z	rân		
fgj	phạch		
HkJ	nhịu		
Nv1	ngúng		
Npr	ngảo		
mYz	mem		
mpr	mảo		
lm2	luồi		
lk4	lũm		
l3J	lợt		
KtF	khồng		
KFj	khẹc		
krz	kên		
gPZ	goong		
j0Z	giô		
gBs	gấy		
DTS	dốp		
dNS	đóp		
cbZ	coe		
bHS	bót		
brr	bển		
zkr	ản		
xvz	xia		
vZZ	veng		
vpr	vảo		
zss	ướng		
zU3	ử		
RQF	tròm		
RlZ	troi		
Rrr	trển		
RYf	trèm		
Rtf	tràu		
tlr	tiểm		
Tas	thá		
svj	sịa		
syz	sênh		
rnr	rửng		
r7Z	roam		
qaf	qùa		
fNj	phực		
fef	phè		
zzR	ỏng		
noX	nõ		
HL0	nhưn		
Hdj	nhợ		
NBr	ngẩy		
mR2	mừu		
mj5	mụi		
mgR	miểng		
lR2	lừu		
Kp0	khươi		
Knf	khừng		
KPF	khoòng		
KQz	khim		
KTf	khày		
K0r	khẳm		
h45	hượu		
h1R	hởn		
hJS	hoét		
jTz	giay		
gBr	gẩy		
Dms	dút		
Dss	dướng		
dU1	đứ		
xj2	xùi		
xJj	xẹo		
x7z	xân		
Rb3	truỷ		
RdS	triến		
tgF	tiềng		
tyr	tểnh		
rc5	rụa		
qJf	quèo		
fmZ	phinh		
fDs	phấm		
zJS	oét		
np2	nười		
ntS	nống		
ngZ	niêng		
nis	ní		
Hnf	nhừng		
HTz	nhay		
N5S	ngoác		
nof	nèn		
mmS	mính		
lPR	loỏng		
KL0	khưn		
zvs	ía		
hH2	hỳ		
hyf	hềnh		
hVj	hệch		
jQz	gim		
jes	gié		
DhR	diểu		
dGS	điếp		
dZj	đệp		
CTS	chốp		
Czs	chốm		
CQZ	chom		
xQz	xim		
xgR	xiểng		
zsj	ượng		
R0X	trỗ		
tYf	tèm		
t2s	tắng		
rTS	rốp		
rqR	rổi		
qtj	quạu		
p1S	pớn		
ffJ	phộc		
nsf	nường		
Hn1	nhúp		
Hd5	nhuật		
NC1	nguốn		
Np1	ngưới		
N82	nguầy		
n7z	nân		
mhs	mốn		
mxR	mởi		
LLs	lốn		
lQJ	lọm		
KdJ	khiện		
K2j	khặng		
hHJ	họt		
jaf	gìa		
DH4	dỹ		
Dk0	dum		
DKS	dín		
Dxs	dắc		
CW5	chược		
CxF	chời		
CcJ	chiệc		
Cyf	chềnh		
bk5	bụm		
bcJ	biệc		
xPJ	xoọng		
xSZ	xon		
zf2	ườn		
zK3	ủn		
tl4	tuyễn		
Rc5	trụa		
RBz	trây		
tCS	toá		
Tr0	thuông		
Trz	thên		
syf	sềnh		
s9s	sất		
rvJ	rịp		
fD5	phuộc		
fMS	phoóc		
pef	pè		
pGf	pài		
zNS	óp		
nc3	nủa		
Hhz	nhôn		
Hlf	nhiềm		
WJs	nghéo		
lb1	luý		
lk5	lụm		
Kr1	khuống		
htX	hỗng		
gz4	gữa		
gPF	goòng		
gjs	gám		
zUz	êu		
DNs	dức		
DdR	diển		
z8f	ầng		
xXz	xêm		
vU5	vự		
zW5	ược		
Rj4	trũi		
TsS	thoán		
TKS	thín		
TQf	thìm		
tof	tèn		
sj1	súi		
sMJ	soọc		
r2r	rẳng		
q0j	quặm		
fDj	phậm		
zoF	ò		
nc2	nùa		
nU0	nư		
nTS	nốp		
nvS	níp		
nGJ	niệp		
Hj2	nhùi		
HNS	nhóp		
HxJ	nhợi		
HkF	nhìu		
NRS	ngốt		
N0F	ngồ		
npr	nảo		
mgF	miềng		
m8z	mâng		
l1r	lẳn		
lDj	lậm		
Ksf	khường		
hh2	huần		
hvs	hía		
hfs	háp		
gDj	gậm		
zyf	ềnh		
Dl3	duyển		
D3S	dớt		
D8Z	doang		
DrZ	doai		
dlj	điệm		
dUz	đêu		
Cr3	chuổng		
C0r	chẳm		
bp0	bươi		
zTz	ay		
xmR	xỉnh		
xhS	xiếu		
vof	vèn		
RfS	trốc		
TsR	thoản		
sPZ	soong		
sQs	sím		
pms	pút		
pc1	púa		
f8z	phâng		
pUs	pếu		
pPs	pét		
ptz	pau		
p6s	pấc		
nK0	nun		
nNS	nóp		
nmS	nính		
Hj5	nhụi		
Hzs	nhốm		
Np5	ngượi		
Wej	nghẹ		
Ntz	ngau		
NKx	ngãng		
Njf	ngàm		
n9j	nật		
mQz	mim		
lL0	lưn		
hij	hị		
jqj	giạt		
GFs	ghéc		
dK1	đún		
Dus	dú		
Dhz	dôn		
DlJ	dọi		
DDS	dít		
DhS	diếu		
cCZ	coa		
CL0	chưn		
Cvj	chịa		
Cpx	chão		
bU0	bư		
b1J	bợn		
xNJ	xọp		
xrj	xện		
vc2	vùa		
Rv3	trủng		
RMS	troóc		
RzR	trỏng		
txJ	tợi		
tkR	tỉu		
tUf	tều		
tZs	tếp		
tFj	tẹc		
tKx	tãng		
sH2	sỳ		
sCj	sịch		
sef	sè		
rRJ	rột		
rBS	roát		
r8f	rầng		
qnS	quóc		
qDJ	quịt		
qJs	quéo		
pgZ	piêng		
fzz	phôm		
fWf	phành		
nRJ	nột		
Hns	nhứng		
Hzf	nhồm		
H7F	nhoàm		
Hrf	nhền		
NzZ	ngong		
mvS	míp		
lcj	lệt		
lEs	lế		
K6s	khấc		
hv4	hũng		
hTs	háy		
hkr	hản		
jar	gỉa		
Dp2	dười		
DoJ	dọ		
DCs	dích		
DWx	dãnh		
D0s	dắm		
cc4	cũa		
clJ	cọi		
CGS	chiếp		
CYz	chem		
bm4	buỗi		
xpF	xờm		
tt1	tướt		
RK0	trun		
RfJ	trộc		
TY2	thuỳnh		
TR5	thựu		
Tnr	thửng		
Tzz	thôm		
skS	síu		
sjr	sảm		
rU1	rứ		
pgF	piềng		
f5z	phâu		
Huf	nhù		
HVj	nhệch		
Nl3	nguyển		
Nz4	ngữa		
Nzr	ngổm		
WMs	nghép		
NWz	nganh		
mk3	mủm		
lQ5	luyệt		
lYr	lẻm		
lTf	lày		
KYr	khẻm		
hf3	hưởn		
hKS	hín		
g1F	gờn		
jTJ	giộp		
gqs	gát		
DpJ	dợm		
dYs	đém		
Dts	dáu		
cT1	cứt		
CPS	choóng		
CqZ	chôi		
C0s	chắm		
Cjs	chám		
C6j	chậc		
bm0	buôi		
bYf	bèm		
z6j	ậc		
xK3	xủn		
xcJ	xiệc		
x2f	xằng		
x1z	xăn		
vxR	vởi		
voJ	vọ		
vWr	vảnh		
zp2	ười		
Rmj	trụt		
R8z	trâng		
tlS	tói		
TSJ	thọn		
TpF	thờm		
sZS	séng		
spx	são		
rD5	ruộc		
rJJ	roẹt		
rjJ	riệt		
qTf	quày		
pds	pớ		
pDS	pít		
fK1	phún		
fU0	phư		
fNS	phóp		
fPZ	phoong		
f9Z	phoanh		
fVs	phếch		
pkr	pản		
p1f	pằn		
zAJ	oạp		
nnx	nững		
nsZ	noan		
HkZ	nhiu		
Hvf	nhìa		
N80	nguây		
Nhx	ngỗn		
WXj	nghệm		
WEs	nghế		
N9j	ngật		
nyf	nềnh		
mxJ	mợi		
mlX	mõi		
mFj	mẹc		
lG5	luệ		
lir	lỉ		
KoR	khỏ		
KTr	khảy		
kYj	kẹm		
hf0	hươn		
hm1	huối		
hh5	huận		
hz2	hừa		
hU4	hữ		
hmS	hính		
hrj	hện		
GVs	ghếch		
zVj	ệch		
dsx	đưỡng		
df2	đườn		
DrS	doái		
D7r	dẩn		
cxF	cời		
CC0	chuôn		
Cp0	chươi		
C1S	chớn		
c8z	câng		
c2j	cặng		
bR1	bứu		
bz0	bưa		
xnx	xững		
xfs	xáp		
vur	vủ		
vPF	voòng		
vDz	vâm		
RxS	trới		
Rrs	trến		
toJ	tọ		
Tex	thẽ		
t1j	tặn		
sL2	sừn		
shz	sôn		
rhF	riều		
pv0	pung		
fpr	phảo		
pqs	pát		
zYZ	oem		
nk0	num		
nMJ	noọc		
HPZ	nhoong		
Nx2	ngừm		
Wer	nghẻ		
ls1	luốt		
lZR	lẻng		
KrF	khoài		
Kys	khếnh		
KEf	khề		
K5f	khầu		
hJj	hẹo		
h5r	hẩu		
zYr	ẻm		
dp0	đươi		
DK1	dún		
D1X	dỡn		
D8X	doãng		
dgZ	điêng		
dUs	đếu		
Dpx	dão		
Dgs	dách		
cr5	cuộng		
CL2	chừn		
CEZ	choay		
c0r	cẳm		
bm5	buội		
bGS	biếp		
bJr	bẻo		
zWj	ạnh		
zX3	yểng		
xj5	xụi		
xg5	xục		
xdf	xờ		
xmX	xĩnh		
xFs	xéc		
x2x	xẵng		
vUf	vều		
zY1	uýnh		
zE5	uỵch		
zC0	uôn		
tl5	tuyện		
Rs5	truột		
RNs	trức		
R3S	trớt		
RtR	trổng		
RDJ	trịt		
Rvz	tria		
tNJ	tọp		
Tk3	thủm		
TQz	thim		
TJs	théo		
TTs	tháy		
sH1	sý		
sTs	sáy		
rK1	rún		
rPS	roóng		
rQS	róm		
rrs	rến		
rBs	rấy		
qP0	quyn		
pMJ	poọc		
ftX	phỗng		
f0F	phồ		
f2j	phặng		
pes	pé		
p8f	pầng		
p1z	păn		
no1	nuýp		
noF	nò		
HSX	nhõn		
H7J	nhoạm		
NFJ	ngoẹo		
WKS	nghín		
Wif	nghì		
mU1	mứ		
mNJ	mọp		
myf	mềnh		
mjz	mam		
lsr	lưởng		
lh1	luấn		
lpX	lỡm		
lQS	lóm		
lkr	lản		
Kzz	khôm		
K9j	khật		
K2f	khằng		
hn5	hụp		
hk3	hủm		
hos	hén		
h1x	hẵn		
gj3	gủi		
ggs	gách		
zor	ẻn		
dmj	đụt		
Dv3	dủng		
Dx2	dừm		
Dj4	dũi		
Dh1	duấn		
DPZ	doong		
drx	đễn		
Dof	dèn		
Djr	dảm		
cf0	cươn		
cm3	cuổi		
cPR	coỏng		
Cj4	chũi		
CA1	chuếnh		
CUf	chều		
xSR	xỏn		
vnJ	vọc		
vWj	vạnh		
RPj	trẹt		
TJr	thẻo		
tex	tẽ		
szr	sổm		
s8z	sâng		
rPF	roòng		
r8F	roàng		
q3S	quớt		
qfJ	quộc		
qpf	quào		
pL0	pưn		
pc2	pùa		
fsx	phưỡng		
pJz	peo		
pWf	pành		
pKf	pàng		
pkf	pàn		
nc1	núa		
Nk0	ngum		
Wrr	nghển		
Naj	ngạ		
mE1	muých		
mhR	miểu		
lzj	lộm		
KQF	khòm		
K1j	khặn		
hv3	hủng		
hWX	hoẵng		
hlz	hiêm		
hMs	hép		
Gij	ghị		
DQ1	duyết		
DR4	dữu		
DG1	duế		
Dh2	duần		
dU5	đự		
DTJ	dộp		
d1J	đợn		
D9J	doạnh		
dYf	đèm		
dDr	đẩm		
dgs	đách		
cxS	cới		
CCX	choã		
CdX	chiễn		
CYj	chẹm		
bvr	bỉa		
x7F	xoàm		
xds	xớ		
xTs	xáy		
xkr	xản		
xgj	xạch		
zsr	ưởng		
tc5	tụa		
RQ5	truyệt		
RRS	trốt		
RMs	trép		
REr	trể		
R2f	trằng		
RGf	trài		
tvf	tìa		
TR1	thứu		
Tk2	thùm		
TzS	thóng		
Tpx	thão		
stJ	sộng		
ssF	soàn		
rH4	rỹ		
rbz	rươm		
rcJ	riệc		
rZZ	reng		
rXz	rêm		
r7s	rấn		
q6s	quấc		
qSs	quác		
psZ	poan		
pkZ	piu		
fc2	phùa		
fgF	phiềng		
p0z	păm		
z1F	ờn		
nC0	nuôn		
nnf	nừng		
nj2	nùi		
nPJ	noọng		
nzR	nỏng		
ndf	nờ		
ndJ	niện		
Hv5	nhụng		
HzS	nhóng		
HEr	nhể		
WEr	nghể		
Ntf	ngàu		
mmj	mụt		
mf0	mươn		
mm3	muổi		
ltX	lỗng		
KNs	khức		
Kg5	khục		
Kuj	khụ		
K6S	khoách		
Ktr	khảu		
hK1	hún		
hU1	hứ		
hTj	hạy		
hTf	hày		
h1z	hăn		
gl0	guyên		
gqZ	gôi		
jds	giớ		
jpf	giào		
j0f	giằm		
g7s	gấn		
dss	đướng		
DHS	dót		
DfJ	dộc		
Dds	dớ		
DgR	diểng		
DgF	diềng		
DdF	diền		
DUf	dều		
Dpr	dảo		
DWj	dạnh		
cp0	cươi		
cMS	coóc		
Cc3	chủa		
CkS	chíu		
CUs	chếu		
CEr	chể		
C0j	chặm		
cKj	cạng		
bD1	buốc		
bLZ	boăn		
z8z	âng		
zjf	àm		
xt5	xượt		
xs1	xuốt		
xf2	xườn		
xnj	xựng		
xh1	xuấn		
x3J	xợt		
xpZ	xơm		
xzs	xốm		
xQF	xòm		
x4F	xoèn		
x9Z	xoanh		
xFj	xẹc		
xBj	xậy		
xWr	xảnh		
zr5	uộng		
z50	uôm		
zz2	ừa		
tR0	tưu		
tns	tứng		
Rs1	truốt		
Rux	trũ		
RxJ	trợi		
RoS	tró		
RhR	triểu		
RZZ	treng		
R5r	trẩu		
tPF	toòng		
tsJ	toạn		
trF	toài		
Tf0	thươn		
TL0	thưn		
T1Z	thơn		
TSR	thỏn		
TsJ	thoạn		
TkJ	thịu		
Tos	thén		
TYs	thém		
T4j	thặt		
ttj	tạu		
t8s	tấng		
sk5	sụm		
sqJ	sội		
svJ	sịp		
sij	sị		
sis	sí		
scs	sết		
sZR	sẻng		
srj	sện		
rH2	rỳ		
rW5	rược		
rU5	rự		
r1X	rỡn		
rsX	roãn		
rMs	rép		
rFj	rẹc		
r9j	rật		
q0S	quố		
qoZ	quo		
qKZ	quin		
pzJ	pọng		
pdZ	piên		
ff0	phươn		
foJ	phọ		
fGS	phiếp		
fJs	phéo		
fDz	phâm		
pBz	pây		
zSX	õn		
z0J	ộ		
HTJ	nhộp		
HPS	nhoóng		
HWF	nhoằng		
Hvj	nhịa		
Hfj	nhạp		
NR5	ngựu		
Nm2	nguồi		
Nv3	ngủng		
nyz	nênh		
ntf	nàu		
n2r	nẳng		
n7x	nẫn		
m2S	mớp		
m1r	mẳn		
mDj	mậm		
lY1	luýnh		
lbz	lươm		
lXS	loắt		
lrf	lền		
kkS	kíu		
Kk5	khụm		
Kc3	khủa		
KU2	khừ		
Kur	khủ		
KPZ	khoong		
KzR	khỏng		
KtJ	khộng		
KSR	khỏn		
KsF	khoàn		
K1r	khẳn		
K0s	khắm		
KGf	khài		
koj	kẹn		
krs	kến		
kXs	kếm		
zKS	ín		
hY1	huýnh		
hsx	hưỡng		
hr3	huổng		
h91	huếch		
hz0	hưa		
hlJ	họi		
hdj	hợ		
hJf	hèo		
hWs	hánh		
gv0	gung		
gU4	gữ		
jz3	giửa		
jsZ	gioan		
jdx	giỡ		
jjj	giạm		
zPj	ẹt		
zcs	ết		
zrr	ển		
zFj	ẹc		
DW1	dước		
Dns	dứng		
Dj0	dui		
dz5	đựa		
D1F	dờn		
dpR	đởm		
dnS	đóc		
d9Z	đoanh		
dCF	đoà		
dds	đớ		
DgZ	diêng		
dvs	đía		
dcs	đết		
d3j	đặp		
DWr	dảnh		
cz2	cừa		
csZ	coan		
C50	chuôm		
Cm3	chuổi		
Ch4	chuẫn		
CpZ	chơm		
CXs	chếm		
bz3	bửa		
zKf	àng		
zkf	àn		
LLf	lồn		
CCj	chịch		
nns	nứng		
WYr	nghẻm		
W1J	nghợn		
cxj	cặc		
